>scaffold1992 36.4
>scaffold1993 19.3
>scaffold2007 36.1
>scaffold2011 39.2
>scaffold2013 37.6
>scaffold2017 36.7
>scaffold2020 19.2
>scaffold2026 41.2
>scaffold2028 41.5
>scaffold2040 36.6
>scaffold2044 31.4
>scaffold2060 39.6
>scaffold2087 33.3
>scaffold2098 35.2
>scaffold2103 37.6
>scaffold2114 35.1
>scaffold2128 37.6
>scaffold2131 34.2
>scaffold2132 33.0
>scaffold2143 36.6
>scaffold2145 38.9
>scaffold2153 39.7
>scaffold2184 39.7
>scaffold2186 42.0
>scaffold2200 35.0
>scaffold2217 34.0
>scaffold2224 39.2
>scaffold2238 34.9
>scaffold2239 38.3
>scaffold2247 38.3
>scaffold2252 32.6
>scaffold2276 36.2
>scaffold2278 35.1
>scaffold2279 22.8
>scaffold2287 34.5
>scaffold2295 34.8
>scaffold2311 32.4
>scaffold2328 35.3
>scaffold2332 39.8
>scaffold2340 36.6
>scaffold2351 38.7
>scaffold2367 30.7
>scaffold2375 34.8
>scaffold2381 34.8
>scaffold2382 35.5
>scaffold2396 36.6
>scaffold2409 31.3
>scaffold2410 31.8
>scaffold2414 29.3
>scaffold2418 26.8
>scaffold2457 40.8
>scaffold2473 33.3
>scaffold2477 32.7
>scaffold2497 41.1
>scaffold2502 31.9
>scaffold2515 34.3
>scaffold2540 39.0
>scaffold2586 35.2
>scaffold2610 37.6
>scaffold2612 34.2
>scaffold2637 19.6
>scaffold2640 34.9
>scaffold2653 20.0
>scaffold2659 36.4
>scaffold2691 19.9
>scaffold2697 37.3
>scaffold2698 36.4
>scaffold2700 32.6
>scaffold2728 20.9
>scaffold2763 33.8
>scaffold2768 39.0
>scaffold2771 38.0
>scaffold2775 39.9
>scaffold2778 30.0
>scaffold2783 36.6
>scaffold2795 36.4
>scaffold2803 24.1
>scaffold2809 34.5
>scaffold2811 36.3
>scaffold2817 31.8
>scaffold2824 35.2
>scaffold2839 19.1
>scaffold2853 35.8
>scaffold2868 37.7
>scaffold2870 32.9
>scaffold2881 35.1
>scaffold2886 34.4
>scaffold2890 31.6
>scaffold2893 38.6
>scaffold2911 33.3
>scaffold2951 36.1
>scaffold2958 37.9
>scaffold2964 23.9
>scaffold2971 19.5
>scaffold2981 27.9
>scaffold3005 34.4
>scaffold3010 31.8
>scaffold3032 31.5
>scaffold3037 33.6
>scaffold3038 35.7
>scaffold3047 18.8
>scaffold3072 36.4
>scaffold3073 37.1
>scaffold3075 35.5
>scaffold3077 34.7
>scaffold3113 42.8
>scaffold3118 38.2
>scaffold3123 34.6
>scaffold3130 21.8
>scaffold3137 37.5
>scaffold3149 33.4
>scaffold3150 18.6
>scaffold3157 32.3
>scaffold3169 36.8
>scaffold3175 39.2
>scaffold3182 33.4
>scaffold3191 39.0
>scaffold3194 18.0
>scaffold3197 37.9
>scaffold3199 34.5
>scaffold3208 37.7
>scaffold3225 38.0
>scaffold3237 34.1
>scaffold3241 34.5
>scaffold3248 40.6
>scaffold3253 36.1
>scaffold3255 42.5
>scaffold3269 37.9
>scaffold3270 22.2
>scaffold3271 36.8
>scaffold3309 32.6
>scaffold3314 39.1
>scaffold3318 34.5
>scaffold3319 34.8
>scaffold3329 31.7
>scaffold3345 18.1
>scaffold3350 36.5
>scaffold3357 28.1
>scaffold3361 40.9
>scaffold3367 43.4
>scaffold3372 36.5
>scaffold3373 19.8
>scaffold3382 38.3
>scaffold3413 35.1
>scaffold3434 30.4
>scaffold3456 40.6
>scaffold3460 32.2
>scaffold3486 35.0
>scaffold3499 35.8
>scaffold3501 38.5
>scaffold3507 35.8
>scaffold3517 41.1
>scaffold3523 40.9
>scaffold3533 36.4
>scaffold3544 40.7
>scaffold3553 31.9
>scaffold3558 34.7
>scaffold3559 46.3
>scaffold3562 37.7
>scaffold3570 37.9
>scaffold3571 38.4
>scaffold3584 35.0
>scaffold3592 19.8
>scaffold3622 34.7
>scaffold3628 35.3
>scaffold3635 33.0
>scaffold3637 34.6
>scaffold3651 34.7
>scaffold3653 36.5
>scaffold3663 21.4
>scaffold3698 36.4
>scaffold3699 21.3
>scaffold3700 36.1
>scaffold3708 36.1
>scaffold3732 36.3
>scaffold3739 32.6
>scaffold3748 42.4
>scaffold3760 32.2
>scaffold3761 38.6
>scaffold3767 36.8
>scaffold3769 35.6
>scaffold3782 33.7
>scaffold3783 34.2
>scaffold3797 35.9
>scaffold3798 37.3
>scaffold3809 39.2
>scaffold3818 36.1
>scaffold3832 34.1
>scaffold3841 34.6
>scaffold3850 37.7
>scaffold3872 19.2
>scaffold3873 37.3
>scaffold3875 35.3
>scaffold3876 36.4
>scaffold3923 27.6
>scaffold3926 35.9
>scaffold3931 37.2
>scaffold3934 32.7
>scaffold3963 36.5
>scaffold4024 40.9
>scaffold4059 24.6
>scaffold4075 39.0
>scaffold4088 35.8
>scaffold4110 40.3
>scaffold4114 36.9
>scaffold4119 33.7
>scaffold4129 38.0
>scaffold4133 37.6
>scaffold4139 39.7
>scaffold4142 36.4
>scaffold4143 34.9
>scaffold4147 36.0
>scaffold4150 31.9
>scaffold4152 36.5
>scaffold4157 37.3
>scaffold4181 34.8
>scaffold4190 38.9
>scaffold4191 37.0
>scaffold4202 33.1
>scaffold4214 36.6
>scaffold4219 35.4
>scaffold4220 35.8
>scaffold4226 36.0
>scaffold4236 39.8
>scaffold4243 34.7
>scaffold4244 33.3
>scaffold4250 21.0
>scaffold4261 33.2
>scaffold4312 32.3
>scaffold4325 37.4
>scaffold4348 37.5
>scaffold4355 19.3
>scaffold4358 35.6
>scaffold4380 34.5
>scaffold4396 40.2
>scaffold4409 21.7
>scaffold4425 33.2
>scaffold4432 38.1
>scaffold4487 36.9
>scaffold4510 37.4
>scaffold4511 21.1
>scaffold4562 41.7
>scaffold4579 34.2
>scaffold4609 38.5
>scaffold4633 38.3
>scaffold4634 30.9
>scaffold4639 37.3
>scaffold4649 34.4
>scaffold4673 18.3
>scaffold4676 30.6
>scaffold4688 36.2
>scaffold4715 36.7
>scaffold4733 29.5
>scaffold4736 36.2
>scaffold4746 37.5
>scaffold4765 37.1
>scaffold4788 35.4
>scaffold4792 37.8
>scaffold4800 37.2
>scaffold4806 36.1
>scaffold4814 36.0
>scaffold4825 36.4
>scaffold4827 39.3
>scaffold4831 24.6
>scaffold4834 36.1
>scaffold4842 27.2
>scaffold4846 37.4
>scaffold4848 37.4
>scaffold4852 34.4
>scaffold4853 39.6
>scaffold4855 19.0
>scaffold4856 39.0
>scaffold4877 35.6
>scaffold4883 21.4
>scaffold4903 32.3
>scaffold4911 39.6
>scaffold4916 36.4
>scaffold4918 34.9
>scaffold4922 32.8
>scaffold4931 38.7
>scaffold4944 36.2
>scaffold4946 32.7
>scaffold4965 37.0
>scaffold4975 33.3
>scaffold5007 41.4
>scaffold5017 22.3
>scaffold5022 33.7
>scaffold5025 35.0
>scaffold5027 32.7
>scaffold5050 35.3
>scaffold5054 36.8
>scaffold5070 37.3
>scaffold5081 36.0
>scaffold5102 29.7
>scaffold5114 35.5
>scaffold5118 27.5
>scaffold5123 30.7
>scaffold5133 36.0
>scaffold5135 40.1
>scaffold5139 20.2
>scaffold5154 40.5
>scaffold5179 32.5
>scaffold5180 44.2
>scaffold5187 36.0
>scaffold5199 31.9
>scaffold5208 34.9
>scaffold5243 21.7
>scaffold5257 37.2
>scaffold5263 36.5
>scaffold5271 31.4
>scaffold5280 40.6
>scaffold5292 33.1
>scaffold5305 18.3
>scaffold5314 35.0
>scaffold5320 35.8
>scaffold5323 22.4
>scaffold5339 37.7
>scaffold5353 36.3
>scaffold5377 37.4
>scaffold5393 34.2
>scaffold5406 44.2
>scaffold5422 39.5
>scaffold5440 35.2
>scaffold5447 33.4
>scaffold5458 36.6
>scaffold5469 33.4
>scaffold5497 38.8
>scaffold5516 35.5
>scaffold5531 37.6
>scaffold5535 38.7
>scaffold5536 35.2
>scaffold5537 34.8
>scaffold5553 40.0
>scaffold5581 37.2
>scaffold5583 32.5
>scaffold5592 37.0
>scaffold5597 20.6
>scaffold5601 37.8
>scaffold5602 20.3
>scaffold5607 39.0
>scaffold5613 34.0
>scaffold5629 37.1
>scaffold5631 34.2
>scaffold5638 40.8
>scaffold5644 37.0
>scaffold5645 39.5
>scaffold5649 22.9
>scaffold5652 37.0
>scaffold5653 35.9
>scaffold5677 17.7
>scaffold5683 23.5
>scaffold5686 31.5
>scaffold5705 20.7
>scaffold5708 39.4
>scaffold5710 35.2
>scaffold5712 37.1
>scaffold5724 37.4
>scaffold5726 40.2
>scaffold5754 34.8
>scaffold5781 37.2
>scaffold5786 39.5
>scaffold5788 34.5
>scaffold5795 18.2
>scaffold5796 38.1
>scaffold5816 29.8
>scaffold5836 36.4
>scaffold5846 34.2
>scaffold5853 35.3
>scaffold5861 34.3
>scaffold5877 36.1
>scaffold5883 38.3
>scaffold5892 19.4
>scaffold5907 35.3
>scaffold5910 39.1
>scaffold5923 35.1
>scaffold5940 35.2
>scaffold5945 37.2
>scaffold5946 31.9
>scaffold5956 38.2
>scaffold5963 38.9
>scaffold5968 37.7
>scaffold5971 18.7
>scaffold5977 40.1
>scaffold5979 38.4
>scaffold5991 36.6
>scaffold5995 38.1
>scaffold6003 34.0
>scaffold6012 39.5
>scaffold6020 20.4
>scaffold6021 19.4
>scaffold6024 32.4
>scaffold6027 38.1
>scaffold6036 31.9
>scaffold6038 33.5
>scaffold6056 36.7
>scaffold6066 32.3
>scaffold6068 24.5
>scaffold6079 37.8
>scaffold6093 33.0
>scaffold6106 34.0
>scaffold6129 20.4
>scaffold6130 34.6
>scaffold6135 34.9
>scaffold6157 41.8
>scaffold6169 28.7
>scaffold6186 35.8
>scaffold6191 18.0
>scaffold6199 36.1
>scaffold6213 39.2
>scaffold6224 18.6
>scaffold6236 32.2
>scaffold6245 38.6
>scaffold6250 35.2
>scaffold6256 20.8
>scaffold6285 36.9
>scaffold6301 36.7
>scaffold6338 36.1
>scaffold6342 38.1
>scaffold6343 38.1
>scaffold6345 36.4
>scaffold6353 32.1
>scaffold6354 37.5
>scaffold6355 33.8
>scaffold6361 19.4
>scaffold6372 39.1
>scaffold6373 42.1
>scaffold6378 38.4
>scaffold6380 27.2
>scaffold6381 36.8
>scaffold6390 20.0
>scaffold6402 41.1
>scaffold6407 46.7
>scaffold6411 25.6
>scaffold6435 41.8
>scaffold6443 34.2
>scaffold6453 37.4
>scaffold6461 36.0
>scaffold6525 33.7
>scaffold6535 42.4
>scaffold6538 30.7
>scaffold6543 35.4
>scaffold6550 21.6
>scaffold6580 31.6
>scaffold6604 34.9
>scaffold6612 35.5
>scaffold6636 38.6
>scaffold6665 35.1
>scaffold6669 34.8
>scaffold6676 19.2
>scaffold6680 31.4
>scaffold6681 36.0
>scaffold6684 36.1
>scaffold6686 37.0
>scaffold6696 36.1
>scaffold6699 32.4
>scaffold6700 37.3
>scaffold6711 17.8
>scaffold6713 37.1
>scaffold6719 18.0
>scaffold6721 19.3
>scaffold6723 34.2
>scaffold6729 33.5
>scaffold6741 36.6
>scaffold6747 32.9
>scaffold6768 40.2
>scaffold6789 39.5
>scaffold6812 37.1
>scaffold6814 35.4
>scaffold6850 37.2
>scaffold6864 33.3
>scaffold6866 20.3
>scaffold6872 38.4
>scaffold6876 30.0
>scaffold6891 33.4
>scaffold6896 36.3
>scaffold6908 34.2
>scaffold6912 38.3
>scaffold6918 31.4
>scaffold6937 37.6
>scaffold6940 27.5
>scaffold6951 35.6
>scaffold6957 28.4
>scaffold6965 32.6
>scaffold6968 37.5
>scaffold6971 36.8
>scaffold6990 33.9
>scaffold7005 32.9
>scaffold7012 36.2
>scaffold7020 37.0
>scaffold7025 35.4
>scaffold7032 37.4
>scaffold7036 33.8
>scaffold7045 18.1
>scaffold7053 37.8
>scaffold7054 32.5
>scaffold7097 39.2
>scaffold7107 39.3
>scaffold7111 31.9
>scaffold7135 31.4
>scaffold7142 35.1
>scaffold7166 29.8
>scaffold7171 19.4
>scaffold7181 35.1
>scaffold7188 36.4
>scaffold7190 30.6
>scaffold7194 36.3
>scaffold7196 35.2
>scaffold7209 35.1
>scaffold7210 32.2
>scaffold7216 33.9
>scaffold7231 37.5
>scaffold7236 33.6
>scaffold7240 36.0
>scaffold7241 39.4
>scaffold7264 32.6
>scaffold7282 18.9
>scaffold7292 31.5
>scaffold7319 20.9
>scaffold7333 39.6
>scaffold7344 33.7
>scaffold7368 35.8
>scaffold7380 36.3
>scaffold7382 38.0
>scaffold7398 33.5
>scaffold7403 38.8
>scaffold7421 35.1
>scaffold7424 38.5
>scaffold7439 35.6
>scaffold7442 20.7
>scaffold7445 35.3
>scaffold7447 41.5
>scaffold7451 32.1
>scaffold7480 19.2
>scaffold7537 35.8
>scaffold7543 36.1
>scaffold7550 34.1
>scaffold7554 40.4
>scaffold7566 36.9
>scaffold7569 26.9
>scaffold7592 33.1
>scaffold7594 32.9
>scaffold7599 38.3
>scaffold7604 38.3
>scaffold7605 18.0
>scaffold7617 35.9
>scaffold7619 36.1
>scaffold7626 33.5
>scaffold7629 30.3
>scaffold7646 38.0
>scaffold7654 45.6
>scaffold7662 40.0
>scaffold7693 37.6
>scaffold7704 35.9
>scaffold7730 33.5
>scaffold7735 36.2
>scaffold7752 34.8
>scaffold7765 30.9
>scaffold7778 37.4
>scaffold7783 34.1
>scaffold7789 34.7
>scaffold7792 36.3
>scaffold7796 38.8
>scaffold7815 38.4
>scaffold7832 34.1
>scaffold7856 40.7
>scaffold7857 36.8
>scaffold7862 33.1
>scaffold7863 30.4
>scaffold7871 23.1
>scaffold7879 31.7
>scaffold7892 38.6
>scaffold7917 40.9
>scaffold7930 38.2
>scaffold7945 22.8
>scaffold7950 39.8
>scaffold7960 19.5
>scaffold7962 34.2
>scaffold7969 22.4
>scaffold7972 38.8
>scaffold7975 40.1
>scaffold7988 32.2
>scaffold8007 32.0
>scaffold8009 34.1
>scaffold8010 36.8
>scaffold8022 34.3
>scaffold8029 38.1
>scaffold8033 37.0
>scaffold8034 34.0
>scaffold8040 40.6
>scaffold8051 35.2
>scaffold8053 33.2
>scaffold8063 37.8
>scaffold8067 36.5
>scaffold8069 34.8
>scaffold8078 32.1
>scaffold8101 39.1
>scaffold8103 36.8
>scaffold8117 36.7
>scaffold8136 39.2
>scaffold8138 35.4
>scaffold8143 33.9
>scaffold8145 36.5
>scaffold8146 40.2
>scaffold8147 38.4
>scaffold8151 38.3
>scaffold8157 33.8
>scaffold8159 37.0
>scaffold8169 35.3
>scaffold8171 18.1
>scaffold8181 36.9
>scaffold8188 35.5
>scaffold8190 36.1
>scaffold8191 19.8
>scaffold8195 37.1
>scaffold8208 33.4
>scaffold8215 39.7
>scaffold8217 29.9
>scaffold8224 36.9
>scaffold8260 30.7
>scaffold8267 38.2
>scaffold8280 36.3
>scaffold8296 27.6
>scaffold8302 33.5
>scaffold8304 37.0
>scaffold8327 41.4
>scaffold8330 33.4
>scaffold8332 33.7
>scaffold8345 39.4
>scaffold8351 33.4
>scaffold8361 34.2
>scaffold8371 35.3
>scaffold8375 30.5
>scaffold8376 40.0
>scaffold8381 33.7
>scaffold8401 37.3
>scaffold8414 36.7
>scaffold8422 38.1
>scaffold8425 36.8
>scaffold8428 34.1
>scaffold8442 33.5
>scaffold8449 40.0
>scaffold8450 33.5
>scaffold8453 35.5
>scaffold8462 33.6
>scaffold8469 34.7
>scaffold8478 33.3
>scaffold8489 40.6
>scaffold8497 34.9
>scaffold8503 38.5
>scaffold8505 35.1
>scaffold8519 18.8
>scaffold8520 41.3
>scaffold8525 39.2
>scaffold8544 33.9
>scaffold8552 34.1
>scaffold8566 39.3
>scaffold8584 38.7
>scaffold8597 27.1
>scaffold8600 17.7
>scaffold8605 20.8
>scaffold8609 35.8
>scaffold8621 33.8
>scaffold8635 38.1
>scaffold8698 35.1
>scaffold8711 29.3
>scaffold8728 36.2
>scaffold8744 36.2
>scaffold8745 34.0
>scaffold8750 38.6
>scaffold8759 38.0
>scaffold8764 41.3
>scaffold8804 31.4
>scaffold8807 36.1
>scaffold8812 35.7
>scaffold8829 36.0
>scaffold8835 35.8
>scaffold8852 34.8
>scaffold8863 36.4
>scaffold8872 31.9
>scaffold8879 19.3
>scaffold8907 36.4
>scaffold8915 30.6
>scaffold8916 36.3
>scaffold8919 32.0
>scaffold8940 18.7
>scaffold8943 41.5
>scaffold8946 20.6
>scaffold8958 28.5
>scaffold8964 23.9
>scaffold8965 36.4
>scaffold8979 36.5
>scaffold8988 33.3
>scaffold8994 36.3
>scaffold9011 34.2
>scaffold9024 35.4
>scaffold9028 38.0
>scaffold9034 33.9
>scaffold9045 37.1
>scaffold9051 34.6
>scaffold9071 35.7
>scaffold9090 33.9
>scaffold9095 29.7
>scaffold9096 34.6
>scaffold9102 37.6
>scaffold9119 35.1
>scaffold9122 40.0
>scaffold9140 38.1
>scaffold9141 32.9
>scaffold9152 26.9
>scaffold9159 37.0
>scaffold9160 30.4
>scaffold9163 37.2
>scaffold9169 40.3
>scaffold9202 17.8
>scaffold9209 41.3
>scaffold9230 36.2
>scaffold9248 20.2
>scaffold9249 31.8
>scaffold9272 32.8
>scaffold9273 24.8
>scaffold9275 39.1
>scaffold9288 34.1
>scaffold9290 42.5
>scaffold9295 19.5
>scaffold9366 36.2
>scaffold9371 40.7
>scaffold9383 29.6
>scaffold9393 37.1
>scaffold9397 28.0
>scaffold9398 40.1
>scaffold9407 39.3
>scaffold9444 30.9
>scaffold9446 29.5
>scaffold9447 17.6
>scaffold9449 34.8
>scaffold9451 33.0
>scaffold9453 36.4
>scaffold9454 36.8
>scaffold9456 35.5
>scaffold9462 34.6
>scaffold9475 37.6
>scaffold9485 20.2
>scaffold9486 19.2
>scaffold9487 39.9
>scaffold9501 34.9
>scaffold9503 30.3
>scaffold9504 45.8
>scaffold9541 37.2
>scaffold9546 19.9
>scaffold9577 39.6
>scaffold9585 36.9
>scaffold9592 36.0
>scaffold9597 40.8
>scaffold9604 37.9
>scaffold9615 34.5
>scaffold9629 36.5
>scaffold9640 33.8
>scaffold9678 34.9
>scaffold9688 36.4
>scaffold9702 32.1
>scaffold9727 40.9
>scaffold9728 17.0
>scaffold9757 21.0
>scaffold9771 34.9
>scaffold9780 36.5
>scaffold9781 37.6
>scaffold9791 38.1
>scaffold9830 40.3
>scaffold9835 29.6
>scaffold9841 33.1
>scaffold9859 35.8
>scaffold9860 19.8
>scaffold9865 33.3
>scaffold9867 40.0
>scaffold9884 34.6
>scaffold9891 21.1
>scaffold9902 33.6
>scaffold9907 28.9
>scaffold9908 18.5
>scaffold9912 45.8
>scaffold9918 21.9
>scaffold9923 33.9
>scaffold9940 33.4
>scaffold9969 37.3
>scaffold9974 31.1
>scaffold9990 34.4
>scaffold9995 20.9
>scaffold9998 32.0
>scaffold10011 22.0
>scaffold10017 36.4
>scaffold10020 38.1
>scaffold10022 36.3
>scaffold10029 35.3
>scaffold10040 32.9
>scaffold10071 39.3
>scaffold10073 36.2
>scaffold10074 35.8
>scaffold10099 34.4
>scaffold10109 28.8
>scaffold10116 49.5
>scaffold10133 34.6
>scaffold10143 36.3
>scaffold10160 41.5
>scaffold10170 34.9
>scaffold10175 18.3
>scaffold10177 36.7
>scaffold10180 32.9
>scaffold10181 23.7
>scaffold10188 19.7
>scaffold10197 36.7
>scaffold10204 40.2
>scaffold10208 36.5
>scaffold10212 19.8
>scaffold10233 38.8
>scaffold10241 39.9
>scaffold10248 38.6
>scaffold10249 35.2
>scaffold10257 33.9
>scaffold10267 33.2
>scaffold10278 37.8
>scaffold10286 33.1
>scaffold10288 36.9
>scaffold10298 33.2
>scaffold10310 33.2
>scaffold10314 32.9
>scaffold10322 37.7
>scaffold10327 35.1
>scaffold10337 40.3
>scaffold10355 32.9
>scaffold10359 37.0
>scaffold10371 36.1
>scaffold10387 32.4
>scaffold10395 20.2
>scaffold10401 39.7
>scaffold10404 33.2
>scaffold10417 36.3
>scaffold10436 36.2
>scaffold10440 32.0
>scaffold10481 31.5
>scaffold10485 36.6
>scaffold10502 36.9
>scaffold10507 31.2
>scaffold10511 33.9
>scaffold10523 39.9
>scaffold10535 35.8
>scaffold10542 38.1
>scaffold10548 34.7
>scaffold10556 37.0
>scaffold10558 37.7
>scaffold10592 39.2
>scaffold10598 36.5
>scaffold10607 36.8
>scaffold10608 35.7
>scaffold10609 18.4
>scaffold10612 33.5
>scaffold10613 17.8
>scaffold10622 29.1
>scaffold10639 35.1
>scaffold10644 38.6
>scaffold10675 34.4
>scaffold10680 38.5
>scaffold10691 19.7
>scaffold10698 37.2
>scaffold10705 35.5
>scaffold10719 31.2
>scaffold10727 35.7
>scaffold10748 31.6
>scaffold10754 38.1
>scaffold10756 35.0
>scaffold10766 20.5
>scaffold10774 33.9
>scaffold10782 34.0
>scaffold10787 35.0
>scaffold10802 36.2
>scaffold10806 33.1
>scaffold10821 36.1
>scaffold10845 33.5
>scaffold10860 32.1
>scaffold10878 34.4
>scaffold10885 37.2
>scaffold10886 39.1
>scaffold10888 36.1
>scaffold10899 35.4
>scaffold10908 30.8
>scaffold10930 33.8
>scaffold10951 34.2
>scaffold10954 38.3
>scaffold10977 32.4
>scaffold10991 21.0
>scaffold11014 36.8
>scaffold11018 29.1
>scaffold11020 37.3
>scaffold11030 19.1
>scaffold11032 43.4
>scaffold11041 33.1
>scaffold11047 33.0
>scaffold11050 37.1
>scaffold11084 31.2
>scaffold11086 36.9
>scaffold11091 22.8
>scaffold11096 40.5
>scaffold11098 30.4
>scaffold11104 36.0
>scaffold11106 32.8
>scaffold11107 35.7
>scaffold11116 31.1
>scaffold11136 36.3
>scaffold11145 34.4
>scaffold11172 37.9
>scaffold11179 20.4
>scaffold11208 37.4
>scaffold11209 19.8
>scaffold11219 39.5
>scaffold11222 34.8
>scaffold11228 35.6
>scaffold11229 34.1
>scaffold11241 37.0
>scaffold11243 34.0
>scaffold11244 34.0
>scaffold11271 34.9
>scaffold11274 36.0
>scaffold11280 39.0
>scaffold11283 19.0
>scaffold11291 34.8
>scaffold11304 36.9
>scaffold11327 36.0
